State,District,Latitude,Longitude,District code,Population,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Sex_Ratio,Litercay_Rate
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,406275,266134,1044726,106865,86404,234,267,162,78622,1024.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,405161,248315,1104475,194680,17168,123,371,20,4591,1069.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,783736,469739,1856202,508586,14645,937,650,1503,59218,1060.0,51.0
Jharkhand,Godda,24.818899999999996,87.2941735483871,351,1313551,376212,228307,937126,289182,37795,97,128,115,47067,1067.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,321795,237925,309563,51429,202449,221,531,23,457468,1007.0,55.0
Jharkhand,Jamtara,23.978733180778015,86.95325080091534,363,791042,258260,168052,550560,164406,4419,520,118,783,68564,1048.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,209706,140976,473049,69808,47653,120,128,16,133525,1035.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,149568,110139,112378,95012,16770,51,33,15,235987,1015.0,56.0
Jharkhand,Pakur,24.572604280821892,87.69691969178076,353,900422,206989,145892,410127,322963,75865,356,283,222,88760,1011.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,621706,402857,1683169,238295,6164,734,188,284,5681,1078.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1085244,826189,1612239,410759,193974,4826,932,2733,677445,1053.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,287303,195960,628044,398243,83208,198,245,125,38426,1050.0,42.0
Jharkhand,Simdega,22.608760391198057,84.59193691931536,367,599578,191991,151492,201524,15103,306601,51,753,114,73930,1003.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,641388,472024,1634229,219991,3433,443,412,25198,166,1011.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,385311,303438,890429,92252,5368,389,272,1045,85,1057.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,1725548,1326484,4038331,528412,18418,2037,1086,178310,149,1028.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,813440,608181,2103633,320834,14014,1029,284,8044,54,1018.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,597198,445475,1289709,335184,35438,1145,30453,680,521,1046.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,54076,32843,245151,1617,2709,68,1649,15,3793,1017.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,730566,517702,1786830,369588,2433,558,374,8665,499,1042.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,438257,380088,1004553,101235,26000,182,109,4710,4,992.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,607188,480204,1520553,128751,3175,322,84,3778,128,1027.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,720637,587903,1658465,265805,5420,307,164,6417,1743,1028.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,711776,589888,1390020,386834,28747,1486,715,29037,2748,1030.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,397178,302999,907750,143665,3432,231,79,5993,74,1018.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,828359,599009,2011014,513125,8344,826,9589,4865,330,1029.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,668836,556420,1630814,120011,15611,289,623,5820,3,990.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,603793,481650,1281878,297927,2406,419,68,9834,702,1052.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,215302,197575,448986,87274,17130,139,126,250,220,981.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,564110,452109,1305431,199873,26722,253,150,2494,92,1022.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,468785,340300,1218024,161770,4081,296,85,2898,461,1014.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,638668,510981,1712695,77801,8506,322,299,3607,109,1005.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1063766,898414,2631985,290549,39361,1255,16194,14419,493,1015.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,577213,402556,1634062,272022,10394,538,2265,4156,29,1000.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,674938,588078,1479424,234664,26521,400,120,9234,367,1002.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1006024,807367,2413812,245923,9130,477,187,5067,161,1017.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,465704,460725,1009179,96740,65838,232,161,4534,155,914.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,890552,962245,1460447,224545,435056,268,146,74,311,909.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1425723,1429953,1509557,514397,1248137,860,614,1176,1083,974.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,471881,451129,541854,82206,481507,100,189,44,384,994.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1012956,1125478,1509592,742483,262526,424,1118,193,722,881.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,516476,521016,729987,486913,87454,151,362,130,152,926.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1074345,1165928,1697635,508500,421598,208,272,63,619,898.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,861592,888206,983598,126499,858608,204,358,83,565,962.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1266939,1348504,1734958,1211131,131516,297,235,601,588,911.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1597404,1713911,1135259,2888849,81556,205,179,68,579,911.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1122600,1116892,1875980,812936,114397,220,238,78,400,937.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1354857,1430551,2194057,452915,630573,404,301,76,1082,920.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1282261,1396287,1823442,532839,757484,259,278,62,585,903.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,328136,317449,404460,234185,174453,61,312,1797,286,966.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,254120,182475,686524,21473,2132,606,86,1653,35434,1024.0,58.0
Madhya Pradesh,Ashoknagar,24.630988461538458,77.82974493927134,459,845071,290304,178805,778214,40707,635,8009,1352,15094,27,1106.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,626468,521155,1519384,38542,5295,1050,72162,4778,58064,980.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,313642,236284,1318869,58222,2967,2361,416,2289,263,1019.0,40.0
Madhya Pradesh,Betul,21.964626315789474,77.7873428189117,447,1575362,529783,409986,1505745,37590,3271,1078,9651,3759,13048,1030.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,676513,418404,1595400,66776,973,4047,12215,19950,73,1194.0,64.0
Madhya Pradesh,Bhopal,23.480726143790857,77.39246623093679,444,2371061,920314,740376,1755861,525434,23432,10789,21688,25950,335,1089.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,233073,175606,552526,180840,1199,1074,19883,1884,99,1052.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,572010,371023,1676918,70351,1980,968,250,10409,102,1133.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,731294,562904,1923920,100692,4893,2258,24471,7830,25771,1037.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,445737,301978,1186420,47966,1681,1096,119,25005,82,1099.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,303815,187630,747693,28483,683,490,7923,453,10,1146.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,550716,374653,1376591,174259,2355,2330,382,6497,72,1062.0,59.0
Madhya Pradesh,Dhar,22.572681718963153,75.1105620736698,438,2185793,638479,438859,2051219,116202,2261,1607,328,12199,88,1037.0,49.0
Madhya Pradesh,Dindori,22.837384370477572,81.04332966714911,453,704524,222759,155955,605435,6736,4238,260,61,687,84006,998.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,400537,253443,1172248,49203,1208,3271,529,13474,52,1097.0,53.0
Madhya Pradesh,Gwalior,26.040744419642852,78.12782433035713,421,2032036,803114,554096,1835299,141735,4119,24790,4361,18058,217,1158.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,203807,148743,527462,38640,683,676,93,1573,55,1070.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,469199,341445,1175203,52269,4453,3127,1550,3888,107,1095.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1289631,1019499,2728225,415142,18523,25696,11496,71667,720,1078.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,980307,776161,2159065,203652,23142,13256,4320,33728,21010,1077.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,214582,137499,960925,15733,38423,141,65,8871,388,1010.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,460583,330190,1240650,37232,3158,1167,157,5342,2643,1051.0,61.0
Madhya Pradesh,Mandla,22.703487124463532,80.38600543633753,454,1054905,348033,256929,849518,16558,12450,436,297,1789,170533,992.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,502898,331693,1192588,125548,1120,849,242,19029,77,1038.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,747652,432033,1875495,76159,1092,557,3234,6681,92,1190.0,60.0
Madhya Pradesh,Neemuch,24.703118933333357,75.06608186666664,432,826067,307889,200945,741288,67324,1508,1110,224,14165,115,1048.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,332140,220419,974748,35214,418,186,37,4734,218,1104.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,479093,341127,1195235,120331,1725,2262,253,10637,190,1109.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,488797,315448,1433879,106928,1243,460,121,1599,50,1046.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,485090,340790,1267043,151071,3996,1353,175,29353,123,1030.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,845572,596185,2268838,85414,1964,832,986,655,232,1075.0,61.0
Madhya Pradesh,Sagar,23.800318709677377,78.71940357771273,427,2378458,908607,637112,2198297,103480,5580,4146,991,62992,168,1119.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,801051,570730,2158623,59471,2228,1163,364,3135,1689,1080.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,469208,311154,1163607,137980,1404,640,357,6232,66,1089.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,485341,378853,1145052,79739,1857,360,7288,4982,135315,1018.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,348761,255433,997073,42426,2372,912,268,1737,19448,1027.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,543509,351103,1321003,174724,815,631,179,13755,66,1066.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,208201,119824,638702,41396,230,6387,201,379,40,1110.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,573242,327604,1648749,51200,1117,7151,3421,12171,72,1141.0,52.0
Madhya Pradesh,Sidhi,24.175471899529057,82.1053783359498,462,1127033,353030,247755,1077545,34419,511,128,92,93,12556,1045.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,459353,288587,1383475,44143,588,251,109,15569,39,1110.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,730817,510173,1718204,233133,4659,3241,945,24622,211,1047.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,210907,145765,620515,15966,667,190,70,220,6028,1053.0,55.0
Madhya Pradesh,Vidisha,23.828383079847917,77.9013507604563,443,1458875,512344,350574,1287391,149548,1313,914,295,18490,70,1116.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,758977,652304,1107809,357253,4483,1504,328033,10205,389,1058.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1207104,1044771,2055177,421410,7223,2242,383891,11360,3288,1052.0,78.0
Maharashtra,Aurangabad,20.097922883295197,75.32072196796334,235,2540073,868733,597269,2291133,237353,2218,295,334,775,19,1080.0,58.0
Maharashtra,Aurangabad,20.097922883295197,75.32072196796334,515,3701282,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,1083.0,68.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,488709,411151,1009352,26502,2145,831,154458,1017,3555,1018.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,987185,731322,2174672,320395,2097,824,68482,8719,399,1092.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1048892,830982,1845424,354236,3531,1668,364229,12242,522,1071.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,872565,706050,1780085,92297,10701,5251,286734,3861,23188,1040.0,72.0
Maharashtra,Dhule,21.274018690400514,74.58719071837263,498,2050862,723388,570528,1825460,187901,3653,1422,13405,12818,912,1057.0,63.0
Maharashtra,Gondiya,21.225008411214993,80.17522698598128,507,1322507,542837,461406,1153861,26157,1827,2160,125282,1568,5080,1001.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,450551,340192,863199,127552,992,643,176679,5278,103,1062.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,1629223,1262659,3457615,560261,7091,3091,143865,27404,9662,1081.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,699428,496095,1504641,274221,12542,1629,152540,9619,336,1067.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1559760,1266085,3379906,286558,15573,1570,29766,154882,1274,1045.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,932432,718240,2006984,367664,2387,935,66535,6387,310,1078.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,1959220,1714588,3492202,390974,34667,20469,668050,24528,12181,1051.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1255222,934203,2501741,471951,3902,13540,354189,5049,1273,1061.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,512099,394410,1521618,96182,8467,685,4969,6191,2907,1022.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,2397538,1947828,5237009,693052,23946,8912,94783,38212,1795,1070.0,71.0
Maharashtra,Osmanabad,18.194594560669437,75.99495575313809,525,1657576,644304,493506,1437623,178925,942,340,28216,4530,195,1082.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,666291,491523,1328385,306364,2081,1371,187899,6238,262,1056.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,3940210,3231513,8090254,673704,134192,27090,340404,127786,9873,1093.0,76.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,542756,408883,1422986,17332,47653,2117,781,409,1782,1009.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1059692,880302,2239370,227465,17452,7477,121791,12260,1159,1042.0,74.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,619012,580380,1307211,187197,1990,230,113467,3347,95,891.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1121550,927917,2440312,239607,9098,1260,38210,87453,769,1036.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1201034,1024660,2691952,146970,4408,1182,141315,12810,676,1012.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,348289,317778,780384,26264,15471,219,24762,1046,53,965.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,1651266,1259410,3795424,441254,9882,1279,35497,28134,568,1066.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,4591396,3635765,8716055,1355630,280700,39149,449617,172052,9862,1129.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,552617,466841,1057096,53854,2696,2147,175417,5663,2254,1057.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,487703,382214,859949,142672,1707,518,179330,8476,381,1075.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1115980,906594,2251401,239236,4567,1596,249874,11422,3745,1050.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,87313,69020,175102,18691,4264,56,76,16,38457,1001.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,51053,39249,10810,3086,129049,136,400,59,354,1071.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,104013,91922,12034,2886,254979,152,495,87,2333,1026.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,148012,116465,43833,1649,426819,140,2409,53,1243,1067.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,47403,37603,2995,589,134760,59,425,57,1144,1060.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,152617,116687,267146,107323,4322,106,114,24,42347,998.0,64.0
Manipur,Ukhrul,25.059003149606298,94.44129566929138,279,183998,70148,59681,7553,1115,174112,108,635,70,32,1061.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,102513,89634,17272,3359,289708,56,1004,38,5617,1029.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,287270,290760,144935,14185,543394,2495,3111,303,115597,989.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,87371,100156,12456,1646,271596,34,284,45,107559,987.0,47.0
Meghalaya,South Garo Hills,25.240568578553617,90.64560349127176,295,142334,45003,37059,7036,1050,132984,27,332,10,362,1058.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,193438,165264,122936,106788,389956,209,3392,144,16950,1016.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,117307,113371,6498,1533,366881,58,1313,38,5878,1021.0,60.0
Mizoram,Aizawl,23.907813354531015,92.85359459459472,283,400309,169547,171048,13249,5264,379134,105,1570,76,505,991.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,51440,49362,1075,699,123446,9,151,45,194,1017.0,80.0
Mizoram,Kolasib,24.202000434782597,92.73470391304348,282,83955,34147,31748,4000,4426,75210,16,108,2,46,1046.0,78.0
Mizoram,Lawngtlai,22.361028431372535,92.66964156862753,287,117894,36444,26417,1668,522,63892,52,51549,122,2,1058.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,64515,56607,5231,1290,127124,74,27543,93,5,1055.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,32977,27214,2989,1782,69104,13,12328,25,19,1079.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,21861,20372,933,514,54977,11,102,4,2,1022.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,27598,26878,991,335,63444,6,60,9,35,1024.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,150142,127895,108900,31212,234239,566,1270,2148,157,1088.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,107038,90451,25496,4384,234955,998,1519,80,335,1077.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,83479,76015,9840,2057,181847,78,442,66,6,1081.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,67432,52194,8102,3444,236494,84,1256,314,1,1112.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,57926,47967,3563,950,158224,31,350,17,198,1051.0,65.0
Nagaland,Tuensang,26.211044532803157,94.85809880715708,267,196596,63653,53858,2979,1052,191864,27,572,5,1,1077.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,67385,60823,5605,2043,158236,34,318,8,20,1033.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,53504,49377,2580,772,136995,39,286,6,2,1024.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,902359,718873,2197709,94254,6434,237,111,201,18345,1045.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,596269,497871,1398543,104202,745,169,81,111,61,1019.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1103033,908436,2457729,141263,11985,1026,6276,1180,168,1064.0,77.0
Orissa,Dhenkanal,20.798871593533494,85.53226836027711,383,1192811,464093,365817,1185542,4805,727,124,366,39,139,1056.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,153663,108874,353160,1556,219482,53,2180,66,4,959.0,45.0
Orissa,Ganjam,19.263261756453396,84.80297710437702,388,3529031,1262652,947398,3486059,13315,23975,590,174,170,76,1017.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,228092,177787,553587,12783,10462,1441,80,70,67,1049.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,484177,317859,1555367,4975,11160,796,175,1225,220,997.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,233900,165886,580300,2138,148895,82,290,47,23,965.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,579970,509295,1386792,50247,1423,169,62,52,24,993.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,957515,792421,2147632,84060,12527,1264,475,476,434,1076.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,340843,227247,1294151,8850,68550,518,219,491,3384,969.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,147001,97705,600219,1871,10039,213,43,195,35,981.0,40.0
Orissa,Mayurbhanj,21.89762154515775,86.4030408052231,376,2519738,794171,575226,2113079,33706,15008,661,162,109,351714,994.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,392333,296029,955754,5278,383,107,33,24,12,1092.0,71.0
Orissa,Nuapada,20.471309512195113,82.59152536585364,394,610382,180903,118480,601092,4952,1778,724,76,905,22,979.0,49.0
