State,District,Latitude,Longitude,District code,Population,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Sex_Ratio,Litercay_Rate
Orissa,Puri,19.835091746031775,85.86698989898981,387,1698730,704857,587082,1644905,46094,4239,193,243,94,302,1038.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,241959,165776,874445,4607,84916,219,249,123,44,952.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,393192,310499,964188,20120,50637,2506,310,86,1117,1025.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,750147,592175,1532352,71391,385011,5713,710,721,89986,1028.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,79903,75013,152638,28835,18391,46,63,54,14,955.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,16610,19860,27940,12856,958,3,21,14,3,844.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,19919,19355,53537,1191,873,3,1,4,4,964.0,71.0
Punjab,Amritsar,31.548679820627775,74.79883856502238,49,2490656,932981,751789,690939,12502,54344,1716935,876,3152,1044,1125.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,488261,356607,380569,16299,2474,984286,246,1266,559,1152.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,215767,165518,141363,3125,1227,469789,155,1109,103,1123.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,238696,187337,152851,16808,1698,427521,48,178,251,1148.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,707070,520441,906408,6844,19358,1090815,454,1143,278,1119.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,907660,727059,1074332,27667,176587,1002874,405,580,812,1117.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,637927,561772,1000743,23089,14968,538208,3476,2034,531,1040.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,882581,739956,1394329,30233,26016,718363,11385,4011,805,1092.0,74.0
Punjab,Kapurthala,31.336592638036834,75.47641165644177,36,815168,316254,260313,336124,10190,5445,453692,6662,553,334,1096.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1428348,1131877,1502403,77713,16517,1863408,2007,19620,1254,1145.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,244037,179523,156539,10375,917,598443,123,1577,493,1132.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,348549,279340,158414,9388,3277,818921,178,436,365,1119.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,300401,224447,254920,4333,1681,638625,240,744,433,1116.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,711052,555739,783306,40043,5683,1059944,245,1914,1410,1122.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,278534,224197,304481,14492,2094,361045,118,653,143,1093.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,570413,431664,389410,179116,2406,1077438,268,3222,1038,1130.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,926268,600405,2201663,314159,10605,6799,417,45614,184,1052.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1359829,822647,3039279,547335,2696,64532,4384,13221,348,1117.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,513854,315489,1701234,48834,22250,427,138,22613,109,1020.0,46.0
Rajasthan,Baran,24.980232432432437,76.86210651828291,128,1222755,432607,260700,1133349,79984,1432,3066,84,2795,48,1077.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,783461,404861,2244882,321192,1157,450,157,34010,34,1109.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,943910,536959,2143046,371286,1576,23456,899,5758,18,1137.0,58.0
Rajasthan,Bhilwara,25.451197677595637,74.63947595628417,122,2408523,777582,478544,2224839,142427,1978,1468,183,35149,60,1028.0,52.0
Rajasthan,Bikaner,28.124890683229815,73.26943322981371,101,2363937,782399,496402,2073356,235741,1901,20072,285,30850,79,1105.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,371705,213339,1017688,66609,682,11059,144,13455,24,1081.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,514851,306974,1413163,97855,1274,1515,252,25843,136,1029.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,696729,452540,1777879,249736,958,402,188,7104,127,1064.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,596935,341116,1582335,45488,439,296,94,3737,115,1105.0,57.0
Rajasthan,Dhaulpur,26.723970549450534,77.74476219780222,106,1206516,435721,247377,1127520,72258,688,1356,92,2739,21,1182.0,57.0
Rajasthan,Dungarpur,23.751048076923077,73.84765641025645,124,1388552,415820,265771,1340065,28662,830,240,226,16141,853,1007.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,710908,482435,1437144,50688,2077,474853,938,1988,164,1127.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,624281,409855,1433067,118673,1542,216997,241,1935,138,1104.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,2554793,1746172,5819980,687452,12708,18782,1020,81079,257,1098.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,210415,98238,497045,168129,874,1723,98,1521,34,1174.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,543923,285659,1732852,78990,730,231,144,14640,82,1050.0,45.0
Rajasthan,Jhalawar,24.247255414746572,76.11242891705065,129,1411129,466815,272977,1299751,96164,842,819,46,12488,42,1057.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,815834,554526,1905682,228178,1004,275,56,548,85,1053.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1265753,765779,3224399,411558,6035,4123,514,36697,80,1091.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,531904,273945,1370977,81553,602,297,70,3424,413,1162.0,55.0
Rajasthan,Kota,25.175718080000017,76.18618928000001,127,1951014,765396,532949,1661307,243993,5665,11058,280,25742,286,1098.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1102750,655874,2833443,454487,1912,366,163,12940,276,1053.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,667381,418312,1870543,143476,1345,1540,141,18974,52,1013.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,383334,235805,1105676,33677,759,260,100,14966,68,1011.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,486184,255564,1165505,155681,945,812,177,9991,42,1115.0,56.0
Rajasthan,Sikar,27.646440586419757,75.29317422839503,111,2677333,995275,656842,2342076,327583,1122,356,177,4050,15,1056.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,309900,166906,996562,30479,1284,572,114,6829,56,1064.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,478329,271330,1243527,153146,754,378,122,22458,30,1050.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,973444,609185,2869976,104307,7406,4278,209,78647,373,1043.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,748382,604616,1410852,178807,15792,53027,2643,46927,366,1132.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,269582,211022,708397,7942,37403,104,88,65,42,986.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,1968079,1808197,3751322,439270,358662,2851,2804,51708,1759,1011.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1394790,1241117,3044145,211035,190314,1112,435,3284,237,1000.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1000322,814959,2391675,123749,83334,401,236,1280,138,1014.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,527599,390110,1452956,38304,14089,164,39,37,87,1057.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,816180,665654,1879494,105012,169945,313,256,71,138,1002.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,828300,664362,2115455,76098,55899,435,148,639,157,1007.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,1611461,1401921,3537399,173785,256762,1620,990,4962,756,1014.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,780541,768197,909872,78590,876299,160,438,156,10,981.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,401726,325318,993666,53292,16483,115,29,7,79,985.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1223810,1049620,2760502,168881,97711,520,199,1532,305,1010.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,640916,572092,1435072,128617,47579,184,450,963,110,975.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,653312,522819,1673652,32483,16909,183,108,84,199,1014.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,208011,167812,521658,32702,10301,83,39,38,26,997.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,608776,501769,1428784,114194,72850,119,81,32,293,985.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,536487,442459,1047411,208038,91139,154,86,29,36,1018.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1285107,1000455,3326357,95487,53841,412,174,992,246,1048.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,526304,433440,1186078,74310,75481,150,80,109,24,997.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,944264,846734,2075870,190814,133971,231,795,1256,148,966.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,479403,390677,1148990,56751,37574,152,79,28,74,1009.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1495711,1296010,3325823,143093,233633,1422,951,3693,530,1013.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,503085,443386,1132785,96092,33192,258,151,279,64,983.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,909803,717010,2294369,91636,66987,232,157,7898,110,1006.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1504355,1269573,3397857,414760,111390,676,438,3514,251,993.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,760375,638413,1822626,47838,67405,245,87,98,75,993.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,151643,124574,307120,8256,22940,175,39120,85,206,1059.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,275646,244756,507967,105737,44062,151,34717,307,70,1035.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,351082,295728,736015,49258,39258,245,49420,106,808,1045.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,722998,638356,1512801,152791,53622,499,2128,362,430,1039.0,79.0
Uttar Pradesh,Agra,26.995129749103935,78.05278291517321,146,4418797,1614594,1065916,3922718,411313,10076,12057,4049,21508,384,1151.0,61.0
Uttar Pradesh,Aligarh,27.937485768500935,78.00146831119557,143,3673889,1283380,809187,2904140,729283,7635,5875,2582,2805,91,1134.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,2199340,1466387,5102041,796756,13782,4377,4391,2247,305,1110.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,846676,640263,1985654,401678,2536,869,1817,235,33,1023.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,546198,384638,1273546,101963,1004,371,332,228,444,1157.0,67.0
Uttar Pradesh,Azamgarh,26.00829095477383,83.01220251256285,191,4613913,1559414,1212503,3878626,718692,3810,719,5652,183,226,981.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,489858,308112,917474,364583,1840,483,161,16139,25,1161.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,878285,520083,2291892,1169330,6400,8212,2793,1177,38,1122.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1160960,802630,3004240,213440,4463,892,1595,233,64,1068.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,544943,323414,1333242,805975,3228,900,1866,198,87,1078.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,630626,372311,1637549,157612,1367,231,168,916,50,1159.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1010518,681940,2505444,737106,4857,2090,1553,3016,211,1099.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,1342697,849062,2830768,1536534,14822,28187,4371,931,339,1128.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,819719,574064,2082976,364510,3493,900,9753,107,99,1038.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1241471,893922,2032081,1585210,6184,50624,1736,2134,41,1091.0,58.0
Uttar Pradesh,Bulandshahr,28.348758620689676,78.01082758620684,142,3499171,1253314,778342,2707195,777407,4088,2765,669,1572,86,1116.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,699454,475152,1727869,215081,2153,1389,340,100,1175,1089.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,330339,200733,955372,34559,693,63,101,285,27,1137.0,54.0
Uttar Pradesh,Deoria,26.422188565488575,83.8244070686071,190,3100946,1079288,795951,2730957,358539,3626,818,1182,209,146,983.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,647042,408160,1611126,146346,2464,708,2887,5671,18,1145.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,623583,438420,1457892,113961,1362,1045,1733,3917,94,1149.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,838339,612562,2094271,365806,3225,1912,737,358,185,1040.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,654827,437850,1596278,276846,3137,3160,3161,487,100,1145.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,911003,601163,2274674,350700,2201,402,172,199,47,1110.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,912314,609492,2140745,314812,3370,1804,3395,19077,61,1142.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.39331103896103,77.52462467532465,141,1648115,666065,456882,1394025,215500,7366,9261,895,4518,91,1175.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,1811397,1311867,3414427,1186776,19026,23001,3487,16412,265,1135.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1293553,903996,3233790,368153,4181,810,3145,213,184,1051.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1034181,645813,2739076,678615,4735,1893,649,338,57,1085.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,1593890,1106438,4009037,403847,9662,2123,2848,460,207,1053.0,61.0
Uttar Pradesh,Hamirpur,25.738158381502895,79.82619479768789,28,454768,180555,177536,449412,3711,243,591,95,293,9,913.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502895,79.82619479768789,168,1104285,408125,245174,1010014,91269,814,196,74,41,273,1162.0,59.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,1374587,847014,3508131,556219,5822,5688,6671,446,98,1153.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,653430,421766,1509708,171581,1148,463,2875,256,145,1156.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,1565394,1166283,3981502,483750,4947,1286,7898,349,114,977.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,783705,520808,1823930,147842,7050,4951,1203,7328,311,1124.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771594,78.39009365482241,137,1840221,600541,382569,1075440,750368,5952,5295,189,517,21,1099.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,603596,413491,1375788,273967,1263,504,2033,606,65,1138.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,692964,477279,1612968,176327,1300,478,819,155,103,1156.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,507279,306145,1372381,220423,2225,522,687,545,3,1102.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1183722,771098,2928462,620244,5006,767,4619,383,133,1041.0,55.0
Uttar Pradesh,Lalitpur,24.588771610169452,78.60082330508473,167,1221592,397586,243605,1163804,33724,1351,1034,69,20390,41,1104.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,1742440,1384820,3537787,985070,20493,23883,3877,4975,504,1091.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,302283,185823,815142,57454,965,389,94,234,157,1139.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,712110,491775,1746649,100723,1729,475,8814,4161,38,1135.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,943346,564400,2310776,216933,3179,2872,883,2056,126,1159.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,773082,589962,1769937,428555,2109,340,564,155,129,1021.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1254520,886968,2183255,1185643,10582,24912,1855,18544,236,1128.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,865837,562846,2292534,195765,2373,1133,341,701,27,1108.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,1357435,906413,2488265,2248392,13157,7555,1260,2426,382,1103.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,1448528,968811,2382914,1711453,6495,18601,1516,16345,60,1125.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,654290,406805,1449007,489686,3510,84787,360,138,45,1118.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707313,81.93530048780492,131,867848,250122,151393,827293,25597,358,72,32,14077,27,1018.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707313,81.93530048780492,173,3209141,1121381,810178,2731351,452394,3920,1451,7795,746,43,1002.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1165965,799878,2975998,413243,3634,2424,722,397,602,1060.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,630408,413258,1073890,1181337,9201,65316,384,1307,63,1101.0,45.0
Uttar Pradesh,Saharanpur,30.033811652173917,77.59905147826095,132,3466382,1220114,856994,1966892,1454052,6523,18627,1937,10208,135,1124.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,567098,387851,1300586,404410,1766,447,4393,95,35,1029.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,915142,575788,2412595,527581,4630,51090,2312,301,84,1147.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,1397702,886031,3555450,893725,6579,11611,2663,1410,79,1126.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,601988,383720,1738769,103567,3963,1649,1747,487,1907,1090.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1300248,939654,3119590,650261,4453,1629,9989,426,336,1017.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1053063,720521,2732016,363453,3574,1204,920,240,31,1103.0,57.0
Uttar Pradesh,Varanasi,25.360570888888898,82.82529666666672,197,3676841,1389116,1014787,3107681,546987,7696,3309,1146,1898,298,1095.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,231604,204893,611250,7752,1895,256,201,31,6,878.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,97546,81937,257509,1440,397,46,102,7,16,917.0,69.0
Uttaranchal,Chamoli,30.583386114649652,79.56281095541402,57,391605,155395,125161,385818,4395,428,323,190,11,23,982.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,102015,75711,249563,8693,870,336,24,28,6,1020.0,68.0
Uttaranchal,Pithoragarh,30.147206318681295,80.34229230769236,62,483439,189623,155927,475105,6015,1401,260,185,13,30,980.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,227406,180588,609835,7374,656,290,32,91,109,928.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,598525,439314,1104452,372267,6064,162768,505,738,159,1087.0,63.0
Uttaranchal,Uttarkashi,30.96895855203623,78.56880615384617,56,330086,128237,86889,324859,3554,353,167,563,74,105,1044.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1299337,933655,3033581,290450,3865,386,260,2904,260694,1045.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,2918040,2329168,6008472,1599764,21220,16675,1602,1674,44968,1058.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1201481,956966,2181515,1298054,10906,582,258,1152,6051,1046.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,596474,487211,1232850,412788,24794,276,148,323,2786,1047.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,717673,597912,1366681,105086,141848,2032,209240,1840,15523,1030.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,1942824,1662382,3535844,1270641,8666,4380,1258,9699,1265,1065.0,74.0
West Bengal,Hugli,22.879292647058815,88.00010264705891,338,5519145,2211777,1866611,4574569,870204,7300,2662,1730,2160,49050,1041.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1396622,1102158,3156781,445817,186279,2994,50676,1461,23816,1049.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,1926915,1661222,3440290,926414,39758,13849,4771,21178,1452,1101.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,1152019,934413,1914352,2045151,13209,747,359,639,7929,1059.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,2177187,1878647,2359061,4707573,18102,766,348,3037,7429,1044.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,1878866,1601689,3728482,1382682,33835,849,514,281,16893,1056.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1002058,622847,2373120,227249,8646,622,209,3052,309029,1045.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,853495,636172,1482943,1501170,16702,477,432,1324,1622,1065.0,50.0
